name,school,position,nil_valuation,nil_rank,class_year,recruiting_stars,recruiting_rating,national_rank,state,followers,headshot_url,profile_url,category
Wyatt Young,Tompkins,WR,284154,,2024,3.0,83.56909090909092,1696.0,TX,1125,https://on3static.com/uploads/assets/115/558/558115.png,https://www.on3.com/db/wyatt-young-121855/,portal_football_nil
CJ Baxter,Edgewater,RB,274587,,2023,5.0,97.25807328190744,30.0,FL,49713,https://on3static.com/uploads/assets/988/201/201988.png,https://www.on3.com/db/cj-baxter-19284/,portal_football_nil
Marcus Neal,Raytown South,S,258979,,2024,3.0,86.75,857.0,MO,1263,https://on3static.com/uploads/assets/60/580/580060.png,https://www.on3.com/db/marcus-neal-159198/,portal_football_nil
Makhi Hughes,Huffman,RB,257527,,2022,3.0,83.01136363636364,1349.0,AL,2162,https://on3static.com/uploads/assets/642/214/214642.jpeg,https://www.on3.com/db/makhi-hughes-145512/,portal_football_nil
Amare Campbell,Unity Reed,LB,245502,,2023,3.0,84.1,1292.0,VA,1386,https://on3static.com/uploads/assets/813/506/506813.png,https://www.on3.com/db/amare-campbell-146629/,portal_football_nil
AJ Hill,Houston County,QB,226655,,2025,4.0,91.43005434782609,233.0,GA,48747,https://on3static.com/uploads/assets/288/313/313288.jpg,https://www.on3.com/db/aj-hill-7239/,portal_football_nil
Charles Brantley,Venice,CB,223722,,2021,3.0,85.4,632.0,FL,19044,https://on3static.com/uploads/assets/63/235/235063.png,https://www.on3.com/db/charles-brantley-20038/,portal_football_nil
Salesi Moa,Fremont,ATH,217769,,2026,4.0,96.21292660121553,42.0,UT,3603,https://on3static.com/uploads/assets/827/584/584827.jpg,https://www.on3.com/db/salesi-moa-155629/,portal_football_nil
Elijah Barnes,Skyline,LB,215073,,2025,4.0,95.8325,60.0,TX,917,https://on3static.com/uploads/assets/10/322/322010.png,https://www.on3.com/db/elijah-barnes-154846/,portal_football_nil
Jaime Ffrench,Mandarin,WR,213555,,2025,4.0,95.84837307152877,59.0,FL,44575,https://on3static.com/uploads/assets/76/320/320076.jpg,https://www.on3.com/db/jaime-ffrench-152361/,portal_football_nil
Winston Watkins Jr.,Venice,WR,211903,,2025,4.0,90.5141304347826,294.0,FL,176874,https://on3static.com/uploads/assets/290/26/26290.jpg,https://www.on3.com/db/winston-watkins-jr-121699/,portal_football_nil
Cameron Calhoun,Winton Woods,CB,209076,,2023,3.0,89.05,423.0,OH,26352,https://on3static.com/uploads/assets/404/271/271404.png,https://www.on3.com/db/cameron-calhoun-151067/,portal_football_nil
Dashawn Womack,St. Frances Academy,EDGE,206153,,2023,4.0,96.46706697054698,42.0,MD,14115,https://on3static.com/uploads/assets/154/392/392154.jpg,https://www.on3.com/db/dashawn-womack-31247/,portal_football_nil
Jayvin James,Blanche Ely,OT,205304,,2023,3.0,80.77272727272727,2063.0,FL,255,https://on3static.com/uploads/assets/169/391/391169.jpg,https://www.on3.com/db/jayvin-james-156413/,portal_football_nil
Kelby Collins,Gardendale,DL,201230,,2023,4.0,96.42880434782609,45.0,AL,33860,https://on3static.com/uploads/assets/499/393/393499.jpg,https://www.on3.com/db/kelby-collins-72316/,portal_football_nil
Andrew Olesh,Southern Lehigh,TE,196309,,2025,4.0,96.17606591865359,46.0,PA,2744,https://on3static.com/uploads/assets/911/506/506911.png,https://www.on3.com/db/andrew-olesh-236471/,portal_football_nil
Carius Curne,Marion,IOL,187689,,2025,4.0,96.12763499298737,49.0,AR,389,https://on3static.com/uploads/assets/991/571/571991.png,https://www.on3.com/db/carius-curne-179831/,portal_football_nil
Isaiah Horton,Oakland,WR,186323,,2022,4.0,89.7929347826087,337.0,TN,2373,https://on3static.com/uploads/assets/512/222/222512.jpg,https://www.on3.com/db/isaiah-horton-144190/,portal_football_nil
Faheem Delane,Good Counsel,S,182223,,2025,4.0,95.07467391304348,73.0,MD,11398,https://on3static.com/uploads/assets/93/221/221093.jpg,https://www.on3.com/db/faheem-delane-154274/,portal_football_nil
Aaron Butler,Calabasas,WR,179944,,2024,4.0,91.7396195652174,212.0,CA,30408,https://on3static.com/uploads/assets/763/116/116763.jpg,https://www.on3.com/db/aaron-butler-876/,portal_football_nil
Davi Belfort,Gulliver Prep,QB,172943,,2024,3.0,86.5,915.0,FL,153534,https://on3static.com/uploads/assets/684/564/564684.PNG,https://www.on3.com/db/davi-belfort-31395/,portal_football_nil
Jerrick Gibson,IMG Academy,RB,171720,,2024,4.0,93.89456521739132,117.0,FL,24760,https://on3static.com/uploads/assets/16/194/194016.png,https://www.on3.com/db/jerrick-gibson-61041/,portal_football_nil
Javion Hilson,Cocoa,EDGE,168527,,2025,4.0,95.98066795231416,55.0,FL,4463,https://on3static.com/uploads/assets/804/274/274804.jpg,https://www.on3.com/db/javion-hilson-156560/,portal_football_nil
Johntay Cook II,DeSoto,WR,168353,,2023,5.0,97.22985624123422,31.0,TX,233475,https://on3static.com/uploads/assets/989/201/201989.png,https://www.on3.com/db/johntay-cook-ii-64133/,portal_football_nil
Trey Owens,Cy-Fair,QB,167357,,2024,4.0,90.68119565217393,274.0,TX,5839,https://on3static.com/uploads/assets/724/566/566724.png,https://www.on3.com/db/trey-owens-153617/,portal_football_nil
Jaylen Mbakwe,Clay-Chalkville,WR,164263,,2024,5.0,98.33887096774193,16.0,AL,95602,https://on3static.com/uploads/assets/986/193/193986.png,https://www.on3.com/db/jaylen-mbakwe-58915/,portal_football_nil
Parker Livingstone,Lovejoy,WR,160994,,2024,4.0,89.95228260869565,342.0,TX,9726,https://on3static.com/uploads/assets/734/574/574734.png,https://www.on3.com/db/parker-livingstone-95048/,portal_football_nil
Jordan Washington,Langham Creek,TE,158555,,2024,4.0,91.04173913043478,244.0,TX,4553,https://on3static.com/uploads/assets/420/584/584420.png,https://www.on3.com/db/jordan-washington-162684/,portal_football_nil
Christian Clark,Mountain Pointe,RB,157572,,2024,4.0,90.06195652173913,333.0,AZ,4667,https://on3static.com/uploads/assets/309/236/236309.jpg,https://www.on3.com/db/christian-clark-158499/,portal_football_nil
Dominick Kelly,IMG Academy,CB,155328,,2025,4.0,89.65,385.0,FL,19193,https://on3static.com/uploads/assets/147/332/332147.jpg,https://www.on3.com/db/dominick-kelly-239671/,portal_football_nil
Nick Brooks,Grayson,IOL,155041,,2025,4.0,90.11695652173913,335.0,GA,13151,https://on3static.com/uploads/assets/345/141/141345.jpg,https://www.on3.com/db/nick-brooks-150033/,portal_football_nil
James Williams,Park Hill,EDGE,150014,,2022,,,,,0,https://on3static.com/uploads/assets/336/329/329336.png,https://www.on3.com/db/james-williams-236475/,portal_football_nil
Malachi Nelson,Los Alamitos,QB,149840,,2023,5.0,98.8,11.0,CA,164035,https://on3static.com/uploads/assets/951/218/218951.png,https://www.on3.com/db/malachi-nelson-81447/,portal_football_nil
Daniel Cruz,Richland,IOL,149785,,2024,4.0,90.52478260869566,291.0,TX,6140,https://on3static.com/uploads/assets/913/581/581913.png,https://www.on3.com/db/daniel-cruz-29158/,portal_football_nil
Antonio Coleman,Saraland,DL,148374,,2025,4.0,91.93788043478261,201.0,AL,19992,https://on3static.com/uploads/assets/697/322/322697.jpg,https://www.on3.com/db/antonio-coleman-163282/,portal_football_nil
